trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.2, 'e': 1.0}",25,0,-195.62909341917484,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
2,False,"{'a': 0.2, 'e': 0.9900498337491681}",25,0,-134.09386251753514,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
3,False,"{'a': 0.2, 'e': 0.9801986733067553}",25,0,-166.33836045389086,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 3}",0
4,False,"{'a': 0.2, 'e': 0.9704455335485082}",20,0,-84.38543058628454,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
5,False,"{'a': 0.2, 'e': 0.9607894391523232}",20,0,-133.25919950035777,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
6,False,"{'a': 0.2, 'e': 0.951229424500714}",30,0,-213.12893906127422,"{0: 17, 1: 4, 2: 4, 3: 1, 4: 4}",0
7,False,"{'a': 0.2, 'e': 0.9417645335842487}",30,0,-197.36437441359678,"{0: 15, 1: 5, 2: 7, 3: 0, 4: 3}",0
8,False,"{'a': 0.2, 'e': 0.9323938199059483}",20,0,-178.58813731058484,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
9,False,"{'a': 0.2, 'e': 0.9231163463866358}",20,0,-154.81129624855035,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
10,False,"{'a': 0.2, 'e': 0.9139311852712282}",30,0,-94.72581372594942,"{0: 19, 1: 6, 2: 3, 3: 1, 4: 1}",0
11,False,"{'a': 0.2, 'e': 0.9048374180359595}",20,0,-102.28700716296605,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",0
12,False,"{'a': 0.2, 'e': 0.8958341352965282}",30,0,-176.13909707373983,"{0: 16, 1: 2, 2: 10, 3: 0, 4: 2}",0
13,False,"{'a': 0.2, 'e': 0.8869204367171575}",30,0,-208.8030111349332,"{0: 15, 1: 5, 2: 6, 3: 1, 4: 3}",0
14,False,"{'a': 0.2, 'e': 0.8780954309205613}",25,0,-198.23233576124005,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
15,False,"{'a': 0.2, 'e': 0.8693582353988059}",25,6,-69.15923050004069,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 1}",1
16,False,"{'a': 0.2, 'e': 0.8607079764250578}",20,0,-111.09117901168469,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
17,False,"{'a': 0.2, 'e': 0.8521437889662113}",25,0,-231.10571577406648,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
18,False,"{'a': 0.2, 'e': 0.8436648165963837}",25,0,-144.1939770945987,"{0: 11, 1: 4, 2: 8, 3: 1, 4: 1}",0
19,False,"{'a': 0.2, 'e': 0.835270211411272}",25,0,-138.6501488080829,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
20,False,"{'a': 0.2, 'e': 0.8269591339433623}",20,0,-118.46323900705151,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
21,False,"{'a': 0.2, 'e': 0.8187307530779818}",30,0,-136.20022831643905,"{0: 18, 1: 1, 2: 9, 3: 1, 4: 1}",0
22,False,"{'a': 0.2, 'e': 0.8105842459701871}",25,0,-81.69155502235056,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
23,False,"{'a': 0.2, 'e': 0.8025187979624785}",30,8,-96.77179327767634,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 2}",1
24,False,"{'a': 0.2, 'e': 0.794533602503334}",25,0,-84.77033992484714,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
25,False,"{'a': 0.2, 'e': 0.7866278610665535}",30,0,-127.84641888340201,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
26,False,"{'a': 0.2, 'e': 0.7788007830714049}",25,0,-144.91673844383345,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
27,False,"{'a': 0.2, 'e': 0.7710515858035663}",20,0,-201.66856979758398,"{0: 10, 1: 2, 2: 2, 3: 3, 4: 3}",0
28,False,"{'a': 0.2, 'e': 0.7633794943368531}",20,0,-39.62854609455574,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
29,False,"{'a': 0.2, 'e': 0.7557837414557255}",25,8,-23.404507124506,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 0}",1
30,False,"{'a': 0.2, 'e': 0.7482635675785653}",20,0,-103.15127065863787,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
31,False,"{'a': 0.2, 'e': 0.7408182206817179}",30,0,-114.33479256222013,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
32,False,"{'a': 0.2, 'e': 0.7334469562242892}",25,1,-117.46365791009873,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 1}",1
33,False,"{'a': 0.2, 'e': 0.7261490370736909}",20,3,-50.03011439423183,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
34,False,"{'a': 0.2, 'e': 0.7189237334319262}",30,0,-91.2302467100875,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
35,False,"{'a': 0.2, 'e': 0.7117703227626097}",20,0,-32.83781003141885,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
36,False,"{'a': 0.2, 'e': 0.7046880897187134}",20,0,-31.37980522261652,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
37,False,"{'a': 0.2, 'e': 0.697676326071031}",30,0,-226.72039356128712,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 5}",0
38,False,"{'a': 0.2, 'e': 0.6907343306373547}",25,4,-61.650946707263394,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 1}",1
39,False,"{'a': 0.2, 'e': 0.6838614092123558}",30,14,5.081111853957789,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.2, 'e': 0.6770568744981647}",30,0,-79.07181223888848,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
41,False,"{'a': 0.2, 'e': 0.6703200460356393}",20,0,-53.29991334894365,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
42,False,"{'a': 0.2, 'e': 0.6636502501363194}",20,0,-50.09901363337803,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
43,False,"{'a': 0.2, 'e': 0.6570468198150567}",25,11,-44.767151189619774,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 0}",1
44,False,"{'a': 0.2, 'e': 0.6505090947233165}",20,9,-59.917730392879946,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 1}",1
45,False,"{'a': 0.2, 'e': 0.6440364210831414}",20,0,-68.08387657769744,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
46,False,"{'a': 0.2, 'e': 0.6376281516217733}",25,0,-159.76777148901076,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
47,False,"{'a': 0.2, 'e': 0.631283645506926}",20,0,-62.59128160740363,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
48,False,"{'a': 0.2, 'e': 0.6250022682827008}",20,4,-17.66952549112289,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
49,False,"{'a': 0.2, 'e': 0.6187833918061408}",25,0,-47.7943265029776,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
50,False,"{'a': 0.2, 'e': 0.6126263941844161}",20,0,-62.932348652845135,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
51,False,"{'a': 0.2, 'e': 0.6065306597126334}",25,0,-42.30278139326627,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
52,False,"{'a': 0.2, 'e': 0.6004955788122659}",20,0,-10.935933126688536,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
53,False,"{'a': 0.2, 'e': 0.5945205479701944}",20,3,-48.354915736985724,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
54,False,"{'a': 0.2, 'e': 0.5886049696783552}",20,16,6.988463416784932,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.2, 'e': 0.5827482523739896}",20,0,-30.674967120071372,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
56,False,"{'a': 0.2, 'e': 0.5769498103804866}",20,16,9.327531354173722,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.2, 'e': 0.5712090638488149}",25,16,-52.397676288284465,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 1}",1
58,False,"{'a': 0.2, 'e': 0.5655254386995371}",30,0,-71.7341469670512,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
59,False,"{'a': 0.2, 'e': 0.559898366565402}",30,6,-95.2652155180865,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 1}",1
60,False,"{'a': 0.2, 'e': 0.5543272847345071}",30,18,14.543659309354439,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.2, 'e': 0.5488116360940264}",20,0,-14.06397404968748,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
62,False,"{'a': 0.2, 'e': 0.5433508690744998}",20,7,6.463900091473983,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.2, 'e': 0.5379444375946745}",25,0,13.659629147369852,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
64,False,"{'a': 0.2, 'e': 0.5325918010068972}",20,0,-18.554056351403204,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
65,False,"{'a': 0.2, 'e': 0.5272924240430485}",30,0,-122.50411456973183,"{0: 22, 1: 3, 2: 2, 3: 0, 4: 3}",0
66,False,"{'a': 0.2, 'e': 0.522045776761016}",20,0,-60.42985730567136,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
67,False,"{'a': 0.2, 'e': 0.5168513344916992}",30,0,-58.077827663902106,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
68,False,"{'a': 0.2, 'e': 0.5117085777865424}",20,10,-1.9603533882739717,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.2, 'e': 0.5066169923655895}",30,0,-76.84901813232996,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
70,False,"{'a': 0.2, 'e': 0.5015760690660555}",35,18,10.552676423908355,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.2, 'e': 0.49658530379140947}",30,9,-0.7144200734717621,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
72,False,"{'a': 0.2, 'e': 0.4916441974609651}",30,0,-87.50009274403479,"{0: 22, 1: 5, 2: 1, 3: 0, 4: 2}",0
73,False,"{'a': 0.2, 'e': 0.4867522559599717}",30,8,-100.85728084649399,"{0: 12, 1: 2, 2: 7, 3: 0, 4: 1}",1
74,False,"{'a': 0.2, 'e': 0.48190899009020244}",25,0,-81.61363874243176,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
75,False,"{'a': 0.2, 'e': 0.4771139155210344}",20,0,9.142639696511209,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
76,False,"{'a': 0.2, 'e': 0.4723665527410147}",25,13,15.3120579589258,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.2, 'e': 0.46766642700990924}",35,0,-123.63545959479552,"{0: 28, 1: 1, 2: 3, 3: 0, 4: 3}",0
78,False,"{'a': 0.2, 'e': 0.46301306831122807}",25,14,6.438769846188942,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.2, 'e': 0.4584060113052235}",25,5,-0.16722813707808615,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
80,False,"{'a': 0.2, 'e': 0.45384479528235583}",20,15,3.6577959526393946,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.2, 'e': 0.44932896411722156}",20,0,-108.89240424532015,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
82,False,"{'a': 0.2, 'e': 0.4448580662229411}",25,4,-2.502800453909026,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
83,False,"{'a': 0.2, 'e': 0.44043165450599925}",20,13,0.48610352556434955,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.2, 'e': 0.43604928632153556}",20,12,-1.7402193929522172,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.2, 'e': 0.43171052342907973}",20,7,14.174786512786348,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.2, 'e': 0.4274149319487267}",30,18,-1.140921631243422,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
87,False,"{'a': 0.2, 'e': 0.4231620823177488}",20,0,-8.520347596645202,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
88,False,"{'a': 0.2, 'e': 0.418951549247639}",25,5,-1.1160473134722417,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
89,False,"{'a': 0.2, 'e': 0.4147829116815814}",25,0,-65.94955853090386,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",1
90,False,"{'a': 0.2, 'e': 0.4106557527523455}",30,15,-33.53736493439549,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
91,False,"{'a': 0.2, 'e': 0.4065696597405991}",20,0,-20.847182012590842,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
92,False,"{'a': 0.2, 'e': 0.40252422403363597}",30,12,-11.082903412855757,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
93,False,"{'a': 0.2, 'e': 0.39851904108451414}",20,12,-46.31157412800353,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
94,False,"{'a': 0.2, 'e': 0.3945537103716011}",20,10,18.6942018982923,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.2, 'e': 0.3906278353585211}",20,3,-11.662488738187584,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
96,False,"{'a': 0.2, 'e': 0.3867410234545012}",20,13,13.032433250658938,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.2, 'e': 0.38289288597511206}",20,0,9.084614338197582,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
98,False,"{'a': 0.2, 'e': 0.37908303810339883}",25,8,-69.45073272172485,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
99,False,"{'a': 0.2, 'e': 0.37531109885139957}",20,8,-50.743732153399684,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
100,False,"{'a': 0.2, 'e': 0.3715766910220457}",25,13,-3.254881557250202,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
101,False,"{'a': 0.2, 'e': 0.36787944117144233}",20,0,-31.06597668681671,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
102,False,"{'a': 0.2, 'e': 0.3642189795715233}",25,0,-47.6072133645318,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
103,False,"{'a': 0.2, 'e': 0.3605949401730783}",20,1,-20.375521402321503,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
104,False,"{'a': 0.2, 'e': 0.3570069605691474}",20,13,-5.89255617132173,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.2, 'e': 0.35345468195878016}",20,5,20.9278717996802,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.2, 'e': 0.3499377491111553}",20,13,13.003396112853803,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.2, 'e': 0.3464558103300574}",20,0,-37.235359076700355,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
108,False,"{'a': 0.2, 'e': 0.34300851741870664}",20,0,-28.298627621716882,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
109,False,"{'a': 0.2, 'e': 0.3395955256449391}",20,10,8.910809174594455,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.2, 'e': 0.33621649370673334}",20,9,-13.529906870538671,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
111,False,"{'a': 0.2, 'e': 0.33287108369807955}",20,16,10.409983206024856,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.2, 'e': 0.32955896107518906}",20,8,-37.38756463720424,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
113,False,"{'a': 0.2, 'e': 0.32627979462303947}",20,5,3.8820725750431646,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
114,False,"{'a': 0.2, 'e': 0.3230332564222529}",30,13,8.415612457812692,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.2, 'e': 0.31981902181630384}",20,12,13.016719765670013,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.2, 'e': 0.31663676937905316}",20,2,-17.00905323785676,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
117,False,"{'a': 0.2, 'e': 0.3134861808826053}",25,0,2.6107464130489806,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
118,False,"{'a': 0.2, 'e': 0.31036694126548503}",25,9,-9.511287891227735,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
119,False,"{'a': 0.2, 'e': 0.30727873860113125}",20,13,9.653880101719192,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.2, 'e': 0.3042212640667041}",25,5,-55.69442780005447,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
121,False,"{'a': 0.2, 'e': 0.30119421191220214}",20,8,-1.257119629981729,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
122,False,"{'a': 0.2, 'e': 0.2981972794298874}",35,12,-25.813618563191028,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
123,False,"{'a': 0.2, 'e': 0.2952301669240142}",20,16,6.605754214995056,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.2, 'e': 0.2922925776808594}",25,17,14.248142238797152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.2, 'e': 0.2893842179390506}",20,2,-14.671638474238826,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
126,False,"{'a': 0.2, 'e': 0.2865047968601901}",25,20,6.7515109216351545,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.2, 'e': 0.2836540264997704}",25,13,-16.600689954341856,"{0: 7, 1: 4, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.2, 'e': 0.2808316217783798}",30,23,12.379111157015377,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.2, 'e': 0.27803730045319414}",20,3,-26.909906182577682,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
130,False,"{'a': 0.2, 'e': 0.27527078308975234}",30,12,20.627439918977725,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.2, 'e': 0.2725317930340126}",25,11,11.89081087605055,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.2, 'e': 0.2698200563846868}",20,10,-8.54122261400576,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
133,False,"{'a': 0.2, 'e': 0.26713530196585034}",30,13,-21.919506840986518,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
134,False,"{'a': 0.2, 'e': 0.26447726129982396}",35,12,-22.61204115528626,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
135,False,"{'a': 0.2, 'e': 0.261845668580326}",20,13,10.772776695133015,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.2, 'e': 0.2592402606458915}",20,7,11.327859075586117,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.2, 'e': 0.2566607769535559}",20,12,2.9150497279356977,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.2, 'e': 0.25410695955280027}",25,8,6.283628900014858,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
139,False,"{'a': 0.2, 'e': 0.25157855305975646}",20,8,-20.780538835914808,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
140,False,"{'a': 0.2, 'e': 0.24907530463166816}",20,8,7.234327525218928,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.2, 'e': 0.24659696394160643}",20,9,-15.22999263395005,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
142,False,"{'a': 0.2, 'e': 0.2441432831534371}",20,14,10.62324936281966,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.2, 'e': 0.24171401689703645}",25,15,12.21427692635203,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.2, 'e': 0.23930892224375455}",20,13,-10.43470745003024,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
145,False,"{'a': 0.2, 'e': 0.23692775868212176}",20,10,17.781917705129302,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.2, 'e': 0.23457028809379765}",20,2,26.77549636294345,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.2, 'e': 0.23223627472975883}",30,24,13.377193270518442,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.2, 'e': 0.22992548518672384}",25,16,4.88173735435694,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.2, 'e': 0.22763768838381274}",35,14,1.2458426654038541,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
150,False,"{'a': 0.2, 'e': 0.22537265553943872}",35,23,20.503745819037324,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.2, 'e': 0.22313016014842982}",20,14,10.395083977877794,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.2, 'e': 0.2209099779593782}",25,14,-2.9588176110429276,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
153,False,"{'a': 0.2, 'e': 0.21871188695221475}",30,13,9.804242485792447,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.2, 'e': 0.21653566731600707}",20,11,7.624353443825362,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.2, 'e': 0.21438110142697794}",25,13,-20.9029012718182,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
156,False,"{'a': 0.2, 'e': 0.21224797382674304}",20,14,11.826219888423326,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.2, 'e': 0.21013607120076472}",20,16,9.440951879872754,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.2, 'e': 0.20804518235702046}",25,7,-23.49911531848164,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
159,False,"{'a': 0.2, 'e': 0.20597509820488344}",20,4,-13.671891733561836,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.2, 'e': 0.20392561173421342}",25,7,10.513430497644793,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
161,False,"{'a': 0.2, 'e': 0.20189651799465538}",25,16,15.76937615161172,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.2, 'e': 0.1998876140751445}",20,8,19.520067198786897,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.2, 'e': 0.19789869908361465}",30,16,17.194953238315975,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.2, 'e': 0.19592957412690934}",30,12,17.250952786891414,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.2, 'e': 0.19398004229089189}",20,6,-30.156447575451654,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
166,False,"{'a': 0.2, 'e': 0.19204990862075408}",25,11,16.582354975816305,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.2, 'e': 0.1901389801015205}",20,9,17.96050296452124,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.2, 'e': 0.1882470656387468}",20,1,-10.928825700952965,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
169,False,"{'a': 0.2, 'e': 0.18637397603940997}",25,13,-6.601494791705869,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
170,False,"{'a': 0.2, 'e': 0.18451952399298926}",25,10,28.999392206361957,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.2, 'e': 0.18268352405273466}",20,12,-50.330863524410994,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
172,False,"{'a': 0.2, 'e': 0.1808657926171221}",20,10,2.0091223724599105,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.2, 'e': 0.17906614791149322}",25,0,-12.164619362689091,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
174,False,"{'a': 0.2, 'e': 0.17728440996987782}",30,20,16.603333293478485,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.2, 'e': 0.17552040061699686}",30,22,14.788177511063447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.2, 'e': 0.17377394345044514}",30,9,35.10825150812453,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.2, 'e': 0.17204486382305054}",20,9,21.946779871666013,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.2, 'e': 0.17033298882540943}",20,0,26.55050849970853,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
179,False,"{'a': 0.2, 'e': 0.1686381472685955}",25,11,24.600197291385562,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.2, 'e': 0.1669601696670407}",20,8,-8.634250912021752,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
181,False,"{'a': 0.2, 'e': 0.16529888822158653}",25,20,10.470158832153928,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.2, 'e': 0.16365413680270405}",35,21,14.288031409480496,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.2, 'e': 0.16202575093388075}",20,16,7.434290322321243,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.2, 'e': 0.16041356777517274}",30,16,21.142052957440747,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
